sample_id,species,relative_abundance,data_source,kefir type,group
WK011_2_G_48h_01D5_S11,Lacticaseibacillus paracasei,20.3655,Mortensen et al 2023,WG,water
WK011_2_L_08h_02A7_S67,Lacticaseibacillus paracasei,9.41016,Mortensen et al 2023,WL,water
WK011_2_L_48h_02A8_S68,Leuconostoc mesenteroides,19.5256,Mortensen et al 2023,WL,water
WK012_1_L_08h_02A9_S69,Zymomonas mobilis,12.006,Mortensen et al 2023,WL,water
WK012_1_L_48h_02B1_S70,Zymomonas mobilis,15.9911,Mortensen et al 2023,WL,water
WK012_2_G_48h_01D6_S12,Zymomonas mobilis,12.2244,Mortensen et al 2023,WG,water
WK012_2_L_08h_02B2_S71,Zymomonas mobilis,15.776,Mortensen et al 2023,WL,water
WK012_2_L_48h_02B3_S72,Zymomonas mobilis,10.6134,Mortensen et al 2023,WL,water
WK013_1_L_08h_02B4_S73,Zymomonas mobilis,28.1358,Mortensen et al 2023,WL,water
WK013_1_L_48h_02B5_S74,Zymomonas mobilis,30.7379,Mortensen et al 2023,WL,water
WK013_2_G_48h_01D7_S13,Zymomonas mobilis,19.1175,Mortensen et al 2023,WG,water
WK013_2_L_08h_02B6_S75,Zymomonas mobilis,34.7266,Mortensen et al 2023,WL,water
WK013_2_L_48h_02B7_S76,Zymomonas mobilis,28.6787,Mortensen et al 2023,WL,water
WK014_1_L_08h_02B8_S77,Zymomonas mobilis,22.0712,Mortensen et al 2023,WL,water
WK014_1_L_48h_02B9_S78,Zymomonas mobilis,21.7675,Mortensen et al 2023,WL,water
WK014_2_G_48h_01D8_S14,Zymomonas mobilis,21.519,Mortensen et al 2023,WG,water
WK014_2_L_08h_02C1_S79,Zymomonas mobilis,30.9384,Mortensen et al 2023,WL,water
WK014_2_L_48h_02C2_S80,Zymomonas mobilis,16.183,Mortensen et al 2023,WL,water
WK015_1_L_08h_02C3_S81,Lacticaseibacillus paracasei,21.3708,Mortensen et al 2023,WL,water
WK015_1_L_48h_02C4_S82,Lacticaseibacillus paracasei,15.5743,Mortensen et al 2023,WL,water
WK015_2_G_48h_01D9_S15,Lacticaseibacillus paracasei,20.222,Mortensen et al 2023,WG,water
WK015_2_L_08h_02C5_S83,Lacticaseibacillus paracasei,24.2974,Mortensen et al 2023,WL,water
WK015_2_L_48h_02C6_S84,Lacticaseibacillus paracasei,19.8754,Mortensen et al 2023,WL,water
WK016_1_L_08h_02C7_S85,Lacticaseibacillus paracasei,15.8699,Mortensen et al 2023,WL,water
WK016_1_L_48h_02C8_S86,Lacticaseibacillus paracasei,9.2741,Mortensen et al 2023,WL,water
WK016_2_G_48h_01E1_S16,Lacticaseibacillus paracasei,12.0967,Mortensen et al 2023,WG,water
WK016_2_L_08h_02C9_S87,Lacticaseibacillus paracasei,17.1871,Mortensen et al 2023,WL,water
WK016_2_L_48h_02D1_S88,Lacticaseibacillus paracasei,13.7037,Mortensen et al 2023,WL,water
WK017_1_L_08h_02D2_S89,Zymomonas mobilis,8.85645,Mortensen et al 2023,WL,water
WK017_1_L_48h_02D3_S90,Zymomonas mobilis,4.70701,Mortensen et al 2023,WL,water
WK017_2_G_48h_01E2_S17,Zymomonas mobilis,2.17232,Mortensen et al 2023,WG,water
WK017_2_L_08h_02D4_S91,Leuconostoc pseudomesenteroides,17.6677,Mortensen et al 2023,WL,water
WK017_2_L_48h_02D5_S92,Leuconostoc pseudomesenteroides,9.60139,Mortensen et al 2023,WL,water
WK018_1_L_08h_02D6_S93,Leuconostoc pseudomesenteroides,18.2601,Mortensen et al 2023,WL,water
WK018_1_L_48h_02D7_S94,Leuconostoc pseudomesenteroides,14.9981,Mortensen et al 2023,WL,water
WK018_2_G_48h_01E3_S18,Leuconostoc pseudomesenteroides,4.79427,Mortensen et al 2023,WG,water
WK018_2_L_08h_02D8_S95,Leuconostoc pseudomesenteroides,20.1868,Mortensen et al 2023,WL,water
WK018_2_L_48h_02D9_S96,Leuconostoc pseudomesenteroides,14.0672,Mortensen et al 2023,WL,water
WK018T_1_G_00h_05I7_S131,Lentilactobacillus hilgardii,3.37982,Mortensen et al 2023,WG,water
WK018T_1_L_00h_05D5_S84,Lacticaseibacillus paracasei,1.13887,Mortensen et al 2023,WL,water
WK018T_1_L_02h_05D9_S88,Lacticaseibacillus paracasei,1.81834,Mortensen et al 2023,WL,water
WK018T_1_L_04h_05E4_S92,Lacticaseibacillus paracasei,2.68664,Mortensen et al 2023,WL,water
WK018T_1_L_08h_05E8_S96,Lacticaseibacillus paracasei,3.15288,Mortensen et al 2023,WL,water
WK018T_1_L_16h_05F3_S100,Lacticaseibacillus paracasei,4.68812,Mortensen et al 2023,WL,water
WK018T_1_L_48h_05G2_S108,Lacticaseibacillus paracasei,3.1047,Mortensen et al 2023,WL,water
WK018T_2_G_00h_05I8_S132,Lentilactobacillus hilgardii,4.16657,Mortensen et al 2023,WG,water
WK018T_2_L_00h_05D6_S85,Lacticaseibacillus paracasei,1.42307,Mortensen et al 2023,WL,water
WK018T_2_L_02h_05E1_S89,Lacticaseibacillus paracasei,2.04493,Mortensen et al 2023,WL,water
WK018T_2_L_04h_05E5_S93,Lacticaseibacillus paracasei,2.53096,Mortensen et al 2023,WL,water
WK018T_2_L_08h_05E9_S97,Lacticaseibacillus paracasei,2.80921,Mortensen et al 2023,WL,water
WK018T_2_L_16h_05F4_S101,Lacticaseibacillus paracasei,4.37663,Mortensen et al 2023,WL,water
WK018T_2_L_48h_05G3_S109,Lacticaseibacillus paracasei,2.731,Mortensen et al 2023,WL,water
WK019_1_L_08h_02E1_S97,Zymomonas mobilis,14.5525,Mortensen et al 2023,WL,water
WK019_1_L_48h_02E2_S98,Zymomonas mobilis,8.88183,Mortensen et al 2023,WL,water
WK019_2_G_48h_01E4_S19,Leuconostoc pseudomesenteroides,2.82787,Mortensen et al 2023,WG,water
WK019_2_L_08h_02E3_S99,Leuconostoc pseudomesenteroides,15.7001,Mortensen et al 2023,WL,water
WK019_2_L_48h_02E4_S100,Leuconostoc pseudomesenteroides,8.09197,Mortensen et al 2023,WL,water
WK020_1_L_08h_02E5_S101,Zymomonas mobilis,12.7521,Mortensen et al 2023,WL,water
WK020_1_L_48h_02E6_S102,Zymomonas mobilis,9.97585,Mortensen et al 2023,WL,water
WK020_2_G_48h_01E5_S20,Zymomonas mobilis,11.9552,Mortensen et al 2023,WG,water
WK020_2_L_08h_02E7_S103,Zymomonas mobilis,10.2104,Mortensen et al 2023,WL,water
WK020_2_L_48h_02E8_S104,Zymomonas mobilis,9.20637,Mortensen et al 2023,WL,water
WK021_1_L_08h_02E9_S105,Leuconostoc mesenteroides,54.7452,Mortensen et al 2023,WL,water
WK021_1_L_48h_02F1_S106,Leuconostoc mesenteroides,38.6627,Mortensen et al 2023,WL,water
WK021_2_G_48h_01E6_S21,Leuconostoc mesenteroides,16.2151,Mortensen et al 2023,WG,water
WK021_2_L_08h_02F2_S107,Leuconostoc mesenteroides,39.7861,Mortensen et al 2023,WL,water
WK021_2_L_48h_02F3_S108,Leuconostoc mesenteroides,32.4117,Mortensen et al 2023,WL,water
WK022_1_L_08h_02F7_S112,Lacticaseibacillus paracasei,6.6013,Mortensen et al 2023,WL,water
WK022_1_L_48h_02F8_S113,Lacticaseibacillus paracasei,6.95443,Mortensen et al 2023,WL,water
WK022_2_G_48h_01E7_S22,Lacticaseibacillus paracasei,15.1401,Mortensen et al 2023,WG,water
WK022_2_L_08h_02F9_S114,Lacticaseibacillus paracasei,5.52201,Mortensen et al 2023,WL,water
WK022_2_L_48h_02G1_S115,Lacticaseibacillus paracasei,8.02545,Mortensen et al 2023,WL,water
WK023_1_L_08h_02G2_S116,Leuconostoc pseudomesenteroides,14.2507,Mortensen et al 2023,WL,water
WK023_1_L_48h_02G3_S117,Leuconostoc pseudomesenteroides,21.0268,Mortensen et al 2023,WL,water
WK023_2_G_48h_01E8_S23,Lactiplantibacillus plantarum,1.16286,Mortensen et al 2023,WG,water
WK023_2_L_08h_02G4_S118,Leuconostoc pseudomesenteroides,4.72189,Mortensen et al 2023,WL,water
WK023_2_L_48h_02G5_S119,Leuconostoc pseudomesenteroides,11.3013,Mortensen et al 2023,WL,water
WK024_1_L_08h_02G6_S120,Lacticaseibacillus paracasei,23.583,Mortensen et al 2023,WL,water
WK024_1_L_48h_02G7_S121,Lacticaseibacillus paracasei,29.8999,Mortensen et al 2023,WL,water
WK024_2_G_48h_01E9_S24,Lacticaseibacillus paracasei,17.2113,Mortensen et al 2023,WG,water
WK024_2_L_08h_02G8_S122,Lacticaseibacillus paracasei,22.1725,Mortensen et al 2023,WL,water
WK024_2_L_48h_02G9_S123,Lacticaseibacillus paracasei,21.9899,Mortensen et al 2023,WL,water
WK025_1_L_08h_02H4_S5,Zymomonas mobilis,9.84568,Mortensen et al 2023,WL,water
WK025_1_L_48h_02H5_S6,Zymomonas mobilis,12.1227,Mortensen et al 2023,WL,water
WK025_2_G_48h_04A1_S101,Zymomonas mobilis,13.4506,Mortensen et al 2023,WG,water
WK025_2_L_08h_02H6_S7,Zymomonas mobilis,17.0271,Mortensen et al 2023,WL,water
WK025_2_L_48h_02H7_S8,Zymomonas mobilis,15.3995,Mortensen et al 2023,WL,water
WK026_1_L_08h_02H8_S9,Zymomonas mobilis,8.46378,Mortensen et al 2023,WL,water
WK026_1_L_48h_02H9_S10,Zymomonas mobilis,11.8403,Mortensen et al 2023,WL,water
WK026_2_G_48h_04A2_S102,Zymomonas mobilis,17.0525,Mortensen et al 2023,WG,water
WK026_2_L_08h_02I1_S11,Zymomonas mobilis,18.8562,Mortensen et al 2023,WL,water
WK026_2_L_48h_02I2_S12,Zymomonas mobilis,18.5209,Mortensen et al 2023,WL,water
WK027_1_L_08h_02I3_S13,Lentilactobacillus hilgardii,6.24886,Mortensen et al 2023,WL,water
WK027_1_L_48h_02I4_S14,Lentilactobacillus hilgardii,2.00576,Mortensen et al 2023,WL,water
WK027_2_G_48h_04A3_S103,Lentilactobacillus hilgardii,11.8546,Mortensen et al 2023,WG,water
WK027_2_L_08h_02I5_S15,Leuconostoc mesenteroides,4.25339,Mortensen et al 2023,WL,water
WK027_2_L_48h_02I6_S16,Leuconostoc mesenteroides,1.68928,Mortensen et al 2023,WL,water
WK028_1_L_08h_02I7_S17,Leuconostoc citreum,4.55941,Mortensen et al 2023,WL,water
WK028_1_L_48h_02I8_S18,Leuconostoc citreum,31.685,Mortensen et al 2023,WL,water
WK028_2_G_48h_04A4_S104,Leuconostoc citreum,3.34795,Mortensen et al 2023,WG,water
WK028_2_L_08h_02I9_S19,Leuconostoc citreum,2.63558,Mortensen et al 2023,WL,water
WK028_2_L_48h_03A1_S20,Leuconostoc citreum,31.6917,Mortensen et al 2023,WL,water
WK029_1_L_08h_03A2_S21,Lacticaseibacillus paracasei,7.27237,Mortensen et al 2023,WL,water
WK029_1_L_48h_03A3_S22,Lacticaseibacillus paracasei,21.8816,Mortensen et al 2023,WL,water
WK029_2_G_48h_04A5_S105,Lacticaseibacillus paracasei,24.4076,Mortensen et al 2023,WG,water
WK029_2_L_08h_03A4_S23,Lacticaseibacillus paracasei,7.95635,Mortensen et al 2023,WL,water
WK029_2_L_48h_03A5_S24,Lacticaseibacillus paracasei,19.4872,Mortensen et al 2023,WL,water
WK030_1_L_08h_03A6_S25,Propionibacterium freudenreichii,2.90133,Mortensen et al 2023,WL,water
WK030_1_L_48h_03A7_S26,Lacticaseibacillus paracasei,4.33706,Mortensen et al 2023,WL,water
WK030_2_G_48h_04A6_S106,Propionibacterium freudenreichii,9.12389,Mortensen et al 2023,WG,water
WK030_2_L_08h_03A8_S27,Lacticaseibacillus paracasei,2.82517,Mortensen et al 2023,WL,water
WK030_2_L_48h_03A9_S28,Lacticaseibacillus paracasei,4.28701,Mortensen et al 2023,WL,water
WK031_1_L_08h_03B1_S29,Lacticaseibacillus paracasei,10.8444,Mortensen et al 2023,WL,water
WK031_1_L_48h_03B2_S30,Lacticaseibacillus paracasei,15.6981,Mortensen et al 2023,WL,water
WK031_2_G_48h_04A7_S107,Lacticaseibacillus paracasei,16.8349,Mortensen et al 2023,WG,water
WK031_2_L_08h_03B3_S31,Lacticaseibacillus paracasei,22.8025,Mortensen et al 2023,WL,water
WK031_2_L_48h_03B4_S32,Lacticaseibacillus paracasei,13.7793,Mortensen et al 2023,WL,water
WK032_1_L_08h_03B5_S33,Lacticaseibacillus paracasei,27.0859,Mortensen et al 2023,WL,water
WK032_1_L_48h_03B6_S34,Lacticaseibacillus paracasei,27.2165,Mortensen et al 2023,WL,water
WK032_2_G_48h_04A8_S108,Lacticaseibacillus paracasei,19.2418,Mortensen et al 2023,WG,water
WK032_2_L_08h_03B7_S35,Lacticaseibacillus paracasei,31.5355,Mortensen et al 2023,WL,water
WK032_2_L_48h_03B8_S36,Lacticaseibacillus paracasei,21.3782,Mortensen et al 2023,WL,water
WK033_1_L_08h_03B9_S37,Lacticaseibacillus paracasei,10.0561,Mortensen et al 2023,WL,water
WK033_1_L_48h_03C1_S38,Lacticaseibacillus paracasei,6.21308,Mortensen et al 2023,WL,water
WK033_2_G_48h_04A9_S109,Lacticaseibacillus paracasei,5.53984,Mortensen et al 2023,WG,water
WK033_2_L_08h_03C2_S39,Lacticaseibacillus paracasei,11.343,Mortensen et al 2023,WL,water
WK033_2_L_48h_03C3_S40,Lacticaseibacillus paracasei,6.86133,Mortensen et al 2023,WL,water
WK034_1_L_08h_03C4_S41,Lacticaseibacillus paracasei,13.7139,Mortensen et al 2023,WL,water
WK034_1_L_48h_03C5_S42,Leuconostoc pseudomesenteroides,10.5005,Mortensen et al 2023,WL,water
WK034_2_G_48h_04B1_S110,Lacticaseibacillus paracasei,8.66263,Mortensen et al 2023,WG,water
WK034_2_L_08h_03C6_S43,Leuconostoc pseudomesenteroides,14.601,Mortensen et al 2023,WL,water
WK034_2_L_48h_03C7_S44,Leuconostoc pseudomesenteroides,17.2747,Mortensen et al 2023,WL,water
WK035_1_L_08h_03C8_S45,Saccharomyces cerevisiae,3.76283,Mortensen et al 2023,WL,water
WK035_1_L_48h_03C9_S46,Gluconobacter oxydans,7.69706,Mortensen et al 2023,WL,water
WK035_2_G_48h_04B2_S111,Saccharomyces cerevisiae,4.16202,Mortensen et al 2023,WG,water
WK035_2_L_08h_03D1_S47,Gluconobacter oxydans,7.25937,Mortensen et al 2023,WL,water
WK035_2_L_48h_03D2_S48,Saccharomyces cerevisiae,4.01446,Mortensen et al 2023,WL,water
WK036_1_L_08h_03D3_S49,Lacticaseibacillus paracasei,12.0432,Mortensen et al 2023,WL,water
WK036_1_L_48h_03D4_S50,Lacticaseibacillus paracasei,13.7507,Mortensen et al 2023,WL,water
WK036_2_G_48h_04B3_S112,Lacticaseibacillus paracasei,11.2815,Mortensen et al 2023,WG,water
WK036_2_L_08h_03D5_S51,Lacticaseibacillus paracasei,9.31126,Mortensen et al 2023,WL,water
WK036_2_L_48h_03D6_S52,Lacticaseibacillus paracasei,8.9655,Mortensen et al 2023,WL,water
WK037_1_L_08h_03D7_S53,Lacticaseibacillus paracasei,15.8766,Mortensen et al 2023,WL,water
WK037_1_L_48h_03D8_S54,Lacticaseibacillus paracasei,12.1917,Mortensen et al 2023,WL,water
WK037_2_G_48h_04B4_S113,Lacticaseibacillus paracasei,11.7103,Mortensen et al 2023,WG,water
WK037_2_L_08h_03D9_S55,Lacticaseibacillus paracasei,11.7872,Mortensen et al 2023,WL,water
WK037_2_L_48h_03E1_S56,Lacticaseibacillus paracasei,11.7619,Mortensen et al 2023,WL,water
WK038_1_L_08h_03E2_S57,Saccharomyces cerevisiae,4.96563,Mortensen et al 2023,WL,water
WK038_1_L_48h_03E3_S58,Gluconobacter oxydans,6.61704,Mortensen et al 2023,WL,water
WK038_2_G_48h_04B5_S114,Saccharomyces cerevisiae,5.40191,Mortensen et al 2023,WG,water
WK038_2_L_08h_03E4_S59,Saccharomyces cerevisiae,4.63533,Mortensen et al 2023,WL,water
WK038_2_L_48h_03E5_S60,Gluconobacter oxydans,8.99023,Mortensen et al 2023,WL,water
WK039_1_L_08h_03E6_S61,Saccharomyces cerevisiae,0.723403,Mortensen et al 2023,WL,water
WK039_1_L_48h_03E7_S62,Komagataeibacter saccharivorans,1.49313,Mortensen et al 2023,WL,water
WK039_2_G_48h_04B6_S115,Saccharomyces cerevisiae,2.12088,Mortensen et al 2023,WG,water
WK039_2_L_08h_03E8_S63,Saccharomyces cerevisiae,1.18644,Mortensen et al 2023,WL,water
WK039_2_L_48h_03E9_S64,Gluconobacter oxydans,0.96744,Mortensen et al 2023,WL,water
WK040_1_L_08h_03F1_S65,Gluconobacter oxydans,1.54484,Mortensen et al 2023,WL,water
WK040_1_L_48h_03F2_S66,Gluconobacter oxydans,1.64125,Mortensen et al 2023,WL,water
WK040_2_G_48h_04B7_S116,Brettanomyces bruxellensis,0.439881,Mortensen et al 2023,WG,water
WK040_2_L_08h_03F3_S67,Gluconobacter oxydans,0.974646,Mortensen et al 2023,WL,water
WK040_2_L_48h_03F4_S68,Gluconobacter oxydans,0.882912,Mortensen et al 2023,WL,water
WK041_1_L_08h_03F5_S69,Lacticaseibacillus paracasei,10.8049,Mortensen et al 2023,WL,water
WK041_1_L_48h_03F6_S70,Lacticaseibacillus paracasei,8.25315,Mortensen et al 2023,WL,water
WK041_2_G_48h_04B8_S117,Lacticaseibacillus paracasei,4.71377,Mortensen et al 2023,WG,water
WK041_2_L_08h_03F7_S71,Lacticaseibacillus paracasei,10.7643,Mortensen et al 2023,WL,water
WK041_2_L_48h_03F8_S72,Lacticaseibacillus paracasei,4.84267,Mortensen et al 2023,WL,water
WK042_1_L_08h_03F9_S73,Zymomonas mobilis,22.0866,Mortensen et al 2023,WL,water
WK042_1_L_48h_03G1_S74,Zymomonas mobilis,14.26,Mortensen et al 2023,WL,water
WK042_2_G_48h_04B9_S118,Zymomonas mobilis,11.1442,Mortensen et al 2023,WG,water
WK042_2_L_08h_03G2_S75,Zymomonas mobilis,21.1976,Mortensen et al 2023,WL,water
WK042_2_L_48h_03G3_S76,Zymomonas mobilis,13.6426,Mortensen et al 2023,WL,water
WK043_1_L_08h_03G4_S77,Lacticaseibacillus paracasei,6.39838,Mortensen et al 2023,WL,water
WK043_1_L_48h_03G5_S78,Lacticaseibacillus paracasei,7.11853,Mortensen et al 2023,WL,water
WK043_2_G_48h_04C1_S119,Zymomonas mobilis,15.0087,Mortensen et al 2023,WG,water
WK043_2_L_08h_03G6_S79,Zymomonas mobilis,4.40554,Mortensen et al 2023,WL,water
WK043_2_L_48h_03G7_S80,Zymomonas mobilis,7.62365,Mortensen et al 2023,WL,water
WK044_1_L_08h_03G8_S81,Saccharomyces cerevisiae,1.17616,Mortensen et al 2023,WL,water
WK044_1_L_48h_03G9_S82,Saccharomyces cerevisiae,1.01332,Mortensen et al 2023,WL,water
WK044_2_G_48h_04C2_S120,Saccharomyces cerevisiae,1.51323,Mortensen et al 2023,WG,water
WK044_2_L_08h_03H1_S83,Saccharomyces cerevisiae,0.808896,Mortensen et al 2023,WL,water
WK044_2_L_48h_03H2_S84,Saccharomyces cerevisiae,0.675652,Mortensen et al 2023,WL,water
WK045_1_L_08h_03H3_S85,Leuconostoc pseudomesenteroides,15.3607,Mortensen et al 2023,WL,water
WK045_1_L_48h_03H4_S86,Leuconostoc pseudomesenteroides,12.2668,Mortensen et al 2023,WL,water
WK045_2_G_48h_04C3_S121,Oenococcus oeni,3.05322,Mortensen et al 2023,WG,water
WK045_2_L_08h_03H5_S87,Leuconostoc pseudomesenteroides,9.00913,Mortensen et al 2023,WL,water
WK045_2_L_48h_03H6_S88,Leuconostoc pseudomesenteroides,11.2223,Mortensen et al 2023,WL,water
WK046_1_L_08h_03H7_S89,Oenococcus oeni,24.9744,Mortensen et al 2023,WL,water
WK046_1_L_48h_03H8_S90,Oenococcus oeni,35.2288,Mortensen et al 2023,WL,water
WK046_2_G_48h_04C4_S122,Oenococcus oeni,37.0948,Mortensen et al 2023,WG,water
WK046_2_L_08h_03H9_S91,Oenococcus oeni,39.7905,Mortensen et al 2023,WL,water
WK046_2_L_48h_03I1_S92,Oenococcus oeni,45.1797,Mortensen et al 2023,WL,water
WK047_1_L_08h_03I2_S93,Oenococcus oeni,25.2394,Mortensen et al 2023,WL,water
WK047_1_L_48h_03I3_S94,Oenococcus oeni,27.2717,Mortensen et al 2023,WL,water
WK047_2_G_48h_04C5_S123,Oenococcus oeni,10.4959,Mortensen et al 2023,WG,water
WK047_2_L_08h_03I4_S95,Oenococcus oeni,19.1298,Mortensen et al 2023,WL,water
WK047_2_L_48h_03I5_S96,Oenococcus oeni,24.7241,Mortensen et al 2023,WL,water
WK048_1_L_08h_03I6_S97,Leuconostoc pseudomesenteroides,13.3919,Mortensen et al 2023,WL,water
WK048_1_L_48h_03I7_S98,Leuconostoc pseudomesenteroides,8.40626,Mortensen et al 2023,WL,water
WK048_2_G_48h_04C6_S124,Lentilactobacillus hilgardii,7.09338,Mortensen et al 2023,WG,water
WK048_2_L_08h_03I8_S99,Leuconostoc pseudomesenteroides,18.5566,Mortensen et al 2023,WL,water
WK048_2_L_48h_03I9_S100,Leuconostoc pseudomesenteroides,8.34189,Mortensen et al 2023,WL,water
WK049_1_L_08h_05A6_S58,Gluconobacter oxydans,11.0573,Mortensen et al 2023,WL,water
WK049_1_L_48h_05A7_S59,Gluconobacter oxydans,25.8089,Mortensen et al 2023,WL,water
WK049_2_G_48h_05H8_S123,Gluconobacter oxydans,7.7838,Mortensen et al 2023,WG,water
WK049_2_L_08h_05A8_S60,Gluconobacter oxydans,2.80685,Mortensen et al 2023,WL,water
WK049_2_L_48h_05A9_S61,Gluconobacter oxydans,25.2698,Mortensen et al 2023,WL,water
WK050_1_L_08h_04C7_S125,Lacticaseibacillus paracasei,7.34984,Mortensen et al 2023,WL,water
WK050_1_L_48h_04C8_S126,Lacticaseibacillus paracasei,5.62727,Mortensen et al 2023,WL,water
WK050_2_G_48h_04D2_S129,Lacticaseibacillus paracasei,8.7668,Mortensen et al 2023,WG,water
WK050_2_L_08h_04C9_S127,Lacticaseibacillus paracasei,8.13228,Mortensen et al 2023,WL,water
WK050_2_L_48h_04D1_S128,Lacticaseibacillus paracasei,4.76306,Mortensen et al 2023,WL,water
WK051_1_L_08h_04D4_S2,Leuconostoc pseudomesenteroides,22.9136,Mortensen et al 2023,WL,water
WK051_1_L_48h_04D5_S3,Leuconostoc pseudomesenteroides,25.139,Mortensen et al 2023,WL,water
WK051_2_G_48h_04D3_S1,Leuconostoc pseudomesenteroides,6.94861,Mortensen et al 2023,WG,water
WK051_2_L_08h_04D6_S4,Leuconostoc pseudomesenteroides,21.969,Mortensen et al 2023,WL,water
WK051_2_L_48h_04D7_S5,Leuconostoc pseudomesenteroides,20.2116,Mortensen et al 2023,WL,water
WK052_1_L_08h_04D8_S6,Saccharomyces cerevisiae,2.66199,Mortensen et al 2023,WL,water
WK052_1_L_48h_04D9_S7,Saccharomyces cerevisiae,1.68335,Mortensen et al 2023,WL,water
WK052_2_G_48h_05G4_S110,Saccharomyces cerevisiae,4.17269,Mortensen et al 2023,WG,water
WK052_2_L_08h_04E1_S8,Saccharomyces cerevisiae,3.29963,Mortensen et al 2023,WL,water
WK052_2_L_48h_04E2_S9,Saccharomyces cerevisiae,1.71768,Mortensen et al 2023,WL,water
WK053_1_L_08h_04E3_S10,Leuconostoc pseudomesenteroides,10.2716,Mortensen et al 2023,WL,water
WK053_1_L_48h_04E4_S11,Leuconostoc pseudomesenteroides,13.0288,Mortensen et al 2023,WL,water
WK053_2_G_48h_05G5_S111,Lacticaseibacillus paracasei,10.7422,Mortensen et al 2023,WG,water
WK053_2_L_08h_04E5_S12,Leuconostoc pseudomesenteroides,14.9834,Mortensen et al 2023,WL,water
WK053_2_L_48h_04E6_S13,Leuconostoc pseudomesenteroides,14.7765,Mortensen et al 2023,WL,water
WK054_1_L_08h_04E7_S14,Leuconostoc mesenteroides,28.1582,Mortensen et al 2023,WL,water
WK054_1_L_48h_04E8_S15,Leuconostoc mesenteroides,17.2916,Mortensen et al 2023,WL,water
WK054_2_G_48h_05G6_S112,Zymomonas mobilis,18.2289,Mortensen et al 2023,WG,water
WK054_2_L_08h_04E9_S16,Leuconostoc mesenteroides,23.4261,Mortensen et al 2023,WL,water
WK054_2_L_48h_04F1_S17,Leuconostoc mesenteroides,13.7425,Mortensen et al 2023,WL,water
WK055_1_L_08h_04F2_S18,Lacticaseibacillus paracasei,3.93754,Mortensen et al 2023,WL,water
WK055_1_L_48h_04F3_S19,Lacticaseibacillus paracasei,1.41567,Mortensen et al 2023,WL,water
WK055_2_G_48h_05G7_S113,Lacticaseibacillus paracasei,8.67254,Mortensen et al 2023,WG,water
WK055_2_L_08h_04F4_S20,Lacticaseibacillus paracasei,4.69482,Mortensen et al 2023,WL,water
WK055_2_L_48h_04F5_S21,Lacticaseibacillus paracasei,2.35553,Mortensen et al 2023,WL,water
WK056_1_L_08h_04F6_S22,Lacticaseibacillus paracasei,4.47454,Mortensen et al 2023,WL,water
WK056_1_L_48h_04F7_S23,Lacticaseibacillus paracasei,1.37269,Mortensen et al 2023,WL,water
WK056_2_G_48h_05G8_S114,Lacticaseibacillus paracasei,17.9777,Mortensen et al 2023,WG,water
WK056_2_L_08h_04F8_S24,Lacticaseibacillus paracasei,6.31479,Mortensen et al 2023,WL,water
WK056_2_L_48h_04F9_S25,Lacticaseibacillus paracasei,2.13808,Mortensen et al 2023,WL,water
WK057_1_L_08h_04G1_S26,Schleiferilactobacillus harbinensis,0.782502,Mortensen et al 2023,WL,water
WK057_1_L_48h_04G2_S27,Gluconobacter oxydans,2.40127,Mortensen et al 2023,WL,water
WK057_2_G_48h_05G9_S115,Lacticaseibacillus paracasei,2.78389,Mortensen et al 2023,WG,water
WK057_2_L_08h_04G3_S28,Lacticaseibacillus paracasei,1.28141,Mortensen et al 2023,WL,water
WK057_2_L_48h_04G4_S29,Lacticaseibacillus paracasei,3.63344,Mortensen et al 2023,WL,water
WK058_1_L_08h_04G5_S30,Saccharomyces cerevisiae,3.81041,Mortensen et al 2023,WL,water
WK058_1_L_48h_04G6_S31,Gluconobacter oxydans,1.48489,Mortensen et al 2023,WL,water
